shipment_item_id,shipment_id,product_id,quantity
235,39,135,79
236,39,97,147
237,39,49,253
238,40,129,132
239,40,22,353
240,40,19,156
241,40,68,294
242,40,73,114
243,40,29,63
244,40,106,180
245,41,74,224
246,41,142,272
247,41,33,406
248,41,128,523
249,41,128,345
250,42,55,251
251,42,123,179
252,42,91,473
253,42,1,543
254,42,144,77
255,42,55,497
256,42,1,184
257,42,16,364
258,43,103,280
259,43,98,388
260,43,98,282
261,43,50,227
262,43,98,97
263,44,39,193
264,44,110,173
265,44,110,276
266,44,39,387
267,44,145,513
268,44,81,434
269,44,145,257
270,44,150,394
271,44,150,331
272,45,42,86
273,45,10,95
274,45,42,523
275,45,7,62
276,45,115,391
277,45,7,288
278,45,115,115
279,45,7,433
280,45,115,435
281,46,22,434
282,46,19,285
283,46,34,245
284,46,22,258
285,47,147,483
286,47,126,472
287,47,37,138
288,47,112,194
289,47,130,98
290,47,100,374
291,48,25,254
292,48,36,409
293,48,83,424
294,48,113,305
295,48,15,140
296,48,36,509
297,48,85,293
298,49,91,210
299,49,24,325
300,49,24,499
301,49,16,379
302,49,55,267
303,49,123,390
304,49,123,412
305,49,123,479
306,50,59,457
307,50,2,192
308,50,30,101
309,51,144,431
310,51,91,405
311,51,90,124
312,51,91,295
313,51,123,265
314,52,8,366
315,52,8,148
316,53,40,314
317,53,6,197
318,53,6,369
319,54,148,407
320,54,132,131
321,54,148,488
322,54,127,269
323,54,148,297
324,54,148,335
325,55,98,396
326,55,54,236
327,55,46,135
328,55,98,254
329,55,98,364
330,55,57,125
331,56,115,176
332,56,115,62
333,56,42,415
334,56,42,133
335,56,7,547
336,57,64,529
337,57,63,386
338,57,64,401
339,57,71,184
340,57,21,499
341,57,71,447
342,58,35,317
343,58,61,412
344,58,111,436
345,58,48,549
346,58,48,265
347,58,35,347
348,58,92,281
349,58,143,68
350,58,35,412
351,59,10,306
352,59,115,526
353,59,10,185
354,59,28,302
355,59,115,114
356,59,42,464
357,59,31,226
358,59,7,53
359,60,51,520
360,60,11,309
361,60,142,130
362,60,41,447
363,60,121,217
364,60,74,187
365,60,128,261
366,61,68,55
367,61,129,546
368,62,25,171
369,62,137,405
370,62,119,267
371,62,25,60
372,62,59,78
373,62,119,76
374,62,83,396
375,63,92,84
376,63,92,100
377,63,61,480
378,63,143,428
379,63,66,524
380,63,61,288
381,63,48,327
382,63,35,364
383,64,43,130
384,64,135,359
385,64,97,473
386,64,38,110
387,64,135,191
388,65,127,423
389,65,114,502
390,65,114,410
391,65,80,530
392,65,148,196
393,65,148,322
394,65,132,466
395,66,10,249
396,66,31,453
397,66,31,452
398,66,42,183
399,66,28,376
400,66,28,59
401,66,28,329
402,67,112,98
403,67,104,164
404,67,40,324
405,67,126,362
406,67,100,196
407,67,40,403
408,68,139,242
409,68,136,456
410,68,139,453
411,68,139,192
412,69,148,403
413,69,148,541
414,69,108,130
415,69,80,51
416,69,132,285
417,69,114,371
418,69,114,352
419,69,80,505
420,70,70,387
421,70,104,377
422,70,40,94
423,70,138,105
424,70,147,465
425,71,112,275
426,71,72,489
427,72,105,101
428,72,38,148
429,72,43,461
430,72,49,140
431,72,49,527
432,72,135,170
433,72,38,452
434,72,135,405
435,72,105,148
436,73,10,253
437,73,28,427
438,73,31,522
439,73,31,479
440,73,7,482
441,73,42,382
442,73,7,133
443,73,42,115
444,73,31,159
445,74,49,416
446,74,135,64
447,74,43,523
448,74,49,310
449,74,97,61
450,74,53,140
451,74,53,127
452,74,97,223
453,74,53,69
454,75,133,100
455,75,133,406
456,75,95,510
457,75,146,486
458,76,16,500
459,76,24,546
460,77,123,478
461,77,55,152
462,77,1,237
463,77,144,506
464,77,24,419
465,77,123,123
466,77,16,154
467,78,64,355
468,78,56,440
469,78,21,327
470,78,64,180
471,78,21,55
472,78,65,414
473,78,82,289
474,78,71,249
475,79,53,163
476,79,97,122
477,80,74,175
478,80,84,195
479,80,33,468
480,80,41,342
481,80,128,447
482,80,142,521
483,80,125,365
484,81,52,99
485,81,150,413
486,81,133,253
487,82,54,402
488,82,103,228
489,82,98,369
490,82,117,403
491,82,98,540
492,82,117,294
493,82,46,279
494,83,117,212
495,83,57,475
496,83,117,106
497,83,46,70
498,83,57,484
499,84,117,272
500,84,98,306
501,84,57,546
502,84,117,80
503,84,98,178
504,84,54,403
505,84,57,115
506,84,46,200
507,85,37,354
508,85,126,312
509,85,147,529
510,85,130,209
511,86,122,381
512,86,73,140
513,87,14,309
514,87,101,259
515,87,96,131
516,87,58,292
517,87,87,400
518,87,60,374
519,87,96,281
520,87,139,192
521,88,46,53
522,88,98,133
523,88,98,69
524,88,57,530
525,88,46,262
526,88,46,461
527,88,98,386
528,88,103,445
529,89,123,448
530,89,1,180
531,89,16,432
532,89,26,95
533,89,24,476
534,89,144,194
535,89,123,75
536,89,55,468
537,90,40,224
538,90,147,66
539,90,116,350
540,90,76,423
541,90,104,201
542,90,130,390
543,90,40,486
544,90,6,172
545,90,86,140
546,91,77,94
547,91,134,141
548,91,134,128
549,91,120,476
550,91,9,431
551,91,8,119
552,91,20,206
553,91,124,528
554,92,23,72
555,92,137,110
556,92,119,457
557,92,113,204
558,92,140,343
559,92,83,110
560,92,30,461
561,92,137,404
562,93,125,113
563,93,121,442
564,93,74,540
565,93,18,234
566,93,51,184
567,93,142,110
568,93,33,218
569,93,11,411
570,93,18,320
571,94,24,153
572,94,90,338
573,94,144,135
574,95,69,276
575,95,75,444
576,95,133,125
577,95,52,81
578,95,39,426
579,95,75,381
580,95,69,113
581,95,110,168
582,95,69,139
583,96,133,325
584,96,39,368
585,96,133,123
586,96,69,358
587,96,75,403
588,96,52,229
589,96,110,452
590,97,16,290
591,97,55,81
592,97,90,192
593,97,91,182
594,97,144,138
595,98,102,365
596,98,66,53
597,98,61,90
598,98,92,171
599,98,66,216
600,98,102,291
601,98,48,87
602,98,92,517
603,98,48,66
604,99,54,116
605,99,54,439
606,99,98,530
607,100,126,201
608,100,37,149
609,100,72,432
610,100,86,290
611,101,47,113
612,101,62,86
613,101,89,471
614,101,3,54
615,101,47,189
616,101,79,440
617,102,102,163
618,102,66,292
619,102,111,327
620,102,66,412
621,102,111,368
622,102,78,407
623,102,61,346
624,102,102,158
625,103,103,127
626,103,57,128
627,103,46,190
628,103,57,199
629,103,46,320
630,103,57,344
631,103,50,333
632,104,88,241
633,104,47,339
634,104,32,116
635,104,32,349
636,105,127,309
637,105,148,97
638,105,80,497
639,105,80,472
640,105,80,263
641,105,114,161
642,105,108,499
643,106,35,524
644,106,92,109
645,107,114,515
646,107,114,118
647,107,80,270
648,108,49,426
649,108,135,95
650,108,53,85
651,109,142,278
652,109,44,110
653,110,137,224
654,110,119,79
655,110,2,194
656,110,13,474
657,110,15,505
658,111,53,302
659,111,97,512
660,111,43,386
661,111,38,118
662,111,105,363
663,111,105,191
664,112,60,474
665,112,139,277
666,112,136,376
667,112,136,175
668,112,14,151
669,113,114,235
670,113,127,532
671,113,148,278
672,113,80,184
673,113,108,225
674,113,148,280
675,113,148,101
676,113,114,347
677,114,74,357
678,114,33,115
679,114,51,100
680,115,26,524
681,115,16,283
682,115,24,330
683,115,55,549
684,115,1,154
685,116,97,480
686,116,38,436
687,117,79,257
688,117,99,202
689,117,5,458
690,117,99,145
691,117,79,340
692,117,32,297
693,117,99,310
694,117,62,93
695,117,107,169
696,118,52,394
697,118,39,375
698,118,133,530
699,118,133,549
700,118,69,151
701,118,118,535
702,118,109,206
703,119,62,529
704,119,5,95
705,119,89,98
706,119,5,255
707,119,88,224
708,119,89,357
709,120,115,549
710,120,31,54
711,120,42,170
712,121,107,479
713,121,99,478
714,121,107,136
715,122,71,170
716,122,4,436
717,122,64,348
718,122,27,276
719,122,56,398
720,122,63,132
721,122,141,465
722,122,141,101
723,123,103,176
724,123,103,126
725,123,117,122
726,123,54,64
727,123,50,302
728,124,24,225
729,124,16,215
730,124,26,177
731,124,90,251
732,125,115,434
733,125,115,297
734,125,42,485
735,125,115,57
736,125,28,124
737,125,28,274
738,125,10,78
739,125,115,178
740,125,115,541
741,126,41,337
742,126,142,135
743,126,41,536
744,126,33,68
745,126,18,511
746,126,121,338
747,126,121,208
748,127,48,455
749,127,92,270
750,127,102,186
751,127,92,306
752,127,61,216
753,127,143,258
754,127,92,213
755,127,66,145
756,128,20,227
757,128,9,203
758,128,20,171
759,128,20,344
760,129,33,507
761,129,121,246
762,129,128,527
763,129,125,147
764,129,121,250
765,129,51,51
766,129,121,381
767,129,125,126
768,129,121,186
769,130,93,294
770,130,120,205
771,130,9,358
772,131,136,537
773,131,58,209
774,131,96,347
775,131,17,423
776,131,17,449
777,131,96,533
778,131,139,365
779,132,34,541
780,132,34,390
781,132,34,404
782,132,29,183
783,132,34,286
784,132,22,481
785,132,129,316
786,133,106,522
787,133,122,203
788,133,106,154
789,133,106,139
790,133,106,372
791,134,40,410
792,134,12,83
793,134,12,350
794,134,6,227
795,134,86,222
796,134,104,227
797,134,100,345
798,134,76,160
799,135,65,467
800,135,71,150
801,135,21,189
802,135,64,125
803,135,64,467
804,135,63,208
805,135,71,515
806,135,27,307
807,136,146,161
808,136,110,190
809,136,81,536
810,136,95,318
811,136,146,339
812,136,75,181
813,136,145,179
814,137,128,481
815,137,44,64
816,137,128,299
817,137,142,286
818,137,51,348
819,137,128,60
820,138,102,465
821,138,102,269
822,139,77,254
823,139,8,206
824,140,32,94
825,140,5,318
826,140,89,538
827,140,47,227
828,141,110,448
829,141,150,173
830,141,81,124
831,141,39,330
832,141,145,490
833,141,146,460
834,141,95,82
835,142,140,165
836,142,30,79
837,142,119,193
838,142,13,132
839,142,15,309
840,143,150,478
841,143,52,193
842,143,110,64
843,143,146,471
844,144,31,536
845,144,28,105
846,144,31,158
847,144,10,211
848,144,28,202
849,144,7,263
850,144,7,185
851,144,7,70
852,144,10,318
853,145,103,208
854,145,46,407
855,145,54,333
856,145,98,263
857,145,46,298
858,145,54,534
859,146,107,542
860,146,89,380
861,146,79,152
862,146,79,212
863,146,47,427
864,146,3,273
865,146,89,224
866,146,107,128
867,147,17,267
868,147,139,165
869,147,139,97
870,148,105,87
871,148,43,435
872,148,53,113
873,148,135,260
874,148,53,82
875,148,105,432
876,148,135,461
877,149,148,238
878,149,114,478
879,149,114,141
880,149,114,508
881,149,148,487
882,149,132,351
883,149,148,74
884,149,114,484
885,150,99,213
886,150,107,261
887,150,47,414
888,150,131,543
889,150,3,337
890,151,5,151
891,151,89,122
892,151,62,98
893,151,131,441
894,151,62,479
895,151,107,322
896,151,99,418
897,151,89,131
898,152,4,346
899,152,82,78
900,152,4,121
901,153,7,315
902,153,7,500
903,153,10,502
904,154,28,322
905,154,115,240
906,154,7,381
907,155,68,74
908,155,129,490
909,155,122,283
910,155,29,298
911,155,106,161
912,156,145,303
913,156,133,104
914,156,146,54
915,157,149,394
916,157,20,347
917,157,77,68
918,157,134,493
919,157,94,154
920,157,77,474
921,157,149,254
922,158,69,430
923,158,146,395
924,158,146,164
925,159,20,234
926,159,94,388
927,159,149,344
928,159,9,161
929,159,124,449
930,159,93,374
931,159,77,182
932,159,93,397
933,159,93,519
934,160,108,120
935,160,114,272
936,160,148,115
937,160,114,469
938,160,148,114
939,160,80,116
940,160,114,162
941,161,34,146
942,161,106,206
943,161,129,148
944,162,104,521
945,162,147,497
946,162,138,355
947,162,112,204
948,162,116,441
949,163,101,519
950,163,139,70
951,163,96,393
952,164,107,376
953,164,99,546
954,164,62,106
955,164,99,73
956,165,97,75
957,165,97,459
958,165,135,201
959,165,43,503
960,165,49,224
961,165,53,274
962,165,43,436
963,166,33,269
964,166,125,243
965,166,74,303
966,166,18,210
967,166,51,228
968,166,51,418
969,167,143,463
970,167,92,198
971,167,48,233
972,167,102,68
973,167,92,88
974,167,61,164
975,167,102,479
976,168,28,506
977,168,115,199
978,168,7,295
979,169,134,382
980,169,8,342
981,169,149,70
982,169,124,541
983,170,67,272
984,170,101,190
985,170,139,148
986,170,14,336
987,170,87,140
988,171,58,80
989,171,139,159
990,171,87,181
991,171,60,280
992,171,14,317
993,171,17,421
994,171,67,393
995,171,58,354
996,171,96,110
997,172,74,227
998,172,11,272
999,172,84,234
1000,173,111,209
1001,173,48,108
1002,173,92,257
1003,173,78,306
1004,173,143,419
1005,173,78,451
1006,173,143,315
1007,174,89,501
1008,174,131,290
1009,174,107,255
1010,175,96,57
1011,175,67,312
1012,175,17,457
1013,175,136,233
1014,175,101,513
1015,175,139,364
1016,175,67,365
1017,176,108,503
1018,176,114,268
1019,176,132,273
1020,176,114,55
1021,176,108,502
1022,176,80,485
1023,176,114,131
1024,176,114,75
1025,177,21,478
1026,177,141,88
1027,177,63,264
1028,177,64,210
1029,177,27,522
1030,177,71,275
1031,177,27,239
1032,177,141,525
1033,177,71,438
1034,178,115,204
1035,178,28,449
1036,178,10,71
1037,178,28,118
1038,178,31,548
1039,178,31,422
1040,178,115,150
1041,178,28,315
1042,178,42,396
1043,179,56,335
1044,179,64,407
1045,179,56,371
1046,180,83,95
1047,180,85,378
1048,180,15,314
1049,180,137,159
1050,180,15,414
1051,180,83,125
1052,180,25,477
1053,180,36,428
1054,180,45,450
1055,181,110,115
1056,181,69,307
1057,181,52,330
1058,181,39,267
1059,182,57,197
1060,182,117,279
1061,182,46,334
1062,182,117,390
1063,183,106,292
1064,183,68,406
1065,184,97,72
1066,184,135,368
1067,184,53,383
1068,184,43,124
1069,185,55,216
1070,185,55,383
1071,186,50,314
1072,186,54,480
1073,186,117,69
1074,186,103,439
1075,186,50,376
1076,186,54,406
1077,187,1,220
1078,187,55,431
1079,187,55,287
1080,187,90,369
1081,187,144,128
1082,187,24,131
1083,187,90,317
1084,188,52,152
1085,188,133,328
1086,188,118,132
1087,188,95,250
1088,189,90,239
1089,189,24,295
1090,190,77,136
1091,190,134,373
1092,190,93,300
1093,190,134,347
1094,190,120,164
1095,191,38,410
1096,191,105,412
1097,191,43,534
1098,192,28,410
1099,192,28,540
1100,192,7,70
1101,192,42,152
1102,192,10,423
1103,192,28,282
1104,192,115,154
1105,193,43,372
1106,193,49,299
1107,193,135,197
1108,194,144,361
1109,194,90,50
1110,194,26,463
1111,195,107,531
1112,195,107,224
1113,195,88,470
1114,195,79,249
1115,195,89,292
1116,195,89,83
1117,196,34,136
1118,196,22,220
1119,196,129,117
1120,196,122,142
1121,196,106,220
1122,197,80,267
1123,197,108,490
1124,197,127,86
1125,197,108,509
1126,198,145,278
1127,198,39,196
1128,198,95,313
1129,198,75,200
1130,199,63,404
1131,199,56,367
1132,199,4,549
1133,199,141,205
1134,199,56,338
1135,199,27,277
1136,199,21,289
1137,199,4,278
1138,200,50,181
1139,200,57,241
1140,201,134,77
1141,201,77,215
1142,201,134,128
1143,201,77,481
1144,201,124,450
1145,201,8,295
1146,201,134,61
1147,201,77,67
1148,202,85,132
1149,202,30,395
1150,202,140,228
1151,202,83,542
1152,203,58,400
1153,203,101,328
1154,203,17,352
1155,203,17,453
1156,203,60,334
1157,203,60,511
1158,203,60,261
1159,203,17,174
1160,203,58,62
1161,204,124,293
1162,204,9,549
1163,204,94,445
1164,204,124,413
1165,204,20,65
1166,204,120,178
1167,205,68,220
1168,205,68,478
1169,205,19,523
1170,205,122,214
1171,205,22,374
1172,205,106,393
1173,206,7,182
1174,206,115,469
1175,206,10,413
1176,206,28,74
1177,207,122,165
1178,207,68,468
1179,207,73,316
1180,207,68,268
1181,207,106,492
1182,207,106,270
1183,207,129,51
1184,207,19,244
1185,207,68,187
1186,208,104,532
1187,208,40,80
1188,209,32,183
1189,209,99,223
1190,209,107,121
1191,209,79,143
1192,209,89,218
1193,209,131,546
1194,209,62,252
1195,209,88,140
1196,210,95,238
1197,210,118,218
1198,210,95,511
1199,210,52,537
1200,210,146,152
1201,210,118,245
1202,210,95,350
1203,210,146,92
1204,210,69,492
1205,211,97,296
1206,211,53,337
1207,211,105,500
1208,211,97,231
1209,211,97,351
1210,211,38,409
1211,211,49,422
1212,212,18,546
1213,212,121,472
1214,212,11,202
1215,213,3,544
1216,213,3,376
1217,214,19,227
1218,214,106,338
1219,215,76,542
1220,215,116,539
1221,215,130,213
1222,216,20,101
1223,216,149,347
1224,216,124,502
1225,216,94,395
1226,216,149,134
1227,216,77,168
1228,217,108,99
1229,217,148,96
1230,217,80,233
1231,217,132,107
1232,217,80,127
1233,218,1,327
1234,218,90,356
1235,218,144,203
1236,218,26,476
1237,218,123,115
1238,218,91,334
1239,218,144,306
1240,218,91,482
1241,218,1,434
1242,219,57,463
1243,219,98,146
1244,219,57,82
1245,219,46,257
1246,219,50,185
1247,219,57,152
1248,219,54,525
1249,219,117,428
1250,219,46,520
1251,220,10,448
1252,220,42,481
1253,220,31,503
1254,220,115,244
1255,221,22,533
1256,221,106,274
1257,221,19,321
1258,221,34,311
1259,222,76,215
1260,222,6,257
1261,222,130,98
1262,222,72,155
1263,222,104,124
1264,222,12,180
1265,223,59,271
1266,223,83,144
1267,223,113,453
1268,223,2,246
1269,223,59,310
1270,223,13,312
1271,224,1,300
1272,224,55,498
1273,225,123,376
1274,225,16,197
1275,225,26,372
1276,225,144,373
1277,225,123,518
1278,226,32,362
1279,226,107,81
1280,226,99,248
1281,226,107,171
1282,226,3,179
1283,226,88,241
1284,226,79,425
1285,226,5,314
1286,226,5,415
1287,227,28,230
1288,227,115,299
1289,228,32,276
1290,228,3,348
1291,228,89,76
1292,228,47,194
1293,228,32,72
1294,228,88,525
1295,228,62,547
1296,228,107,524
1297,228,107,543
1298,229,111,412
1299,229,111,285
1300,229,102,358
1301,230,4,268
1302,230,82,450
1303,230,27,264
1304,231,80,329
1305,231,114,99
1306,231,108,228
1307,231,148,361
1308,231,80,372
1309,232,59,498
1310,232,30,58
1311,232,13,52
1312,232,137,296
1313,233,19,157
1314,233,129,357
1315,234,143,530
1316,234,61,158
1317,234,66,114
1318,234,92,495
1319,234,48,407
1320,234,61,427
1321,235,80,120
1322,235,132,172
1323,235,80,152
1324,236,48,99
1325,236,78,103
1326,236,111,157
1327,236,78,106
1328,236,35,236
1329,236,61,120
1330,236,78,344
1331,236,111,451
1332,237,58,497
1333,237,136,139
1334,237,67,71
1335,237,136,86
1336,237,58,339
1337,238,52,420
1338,238,81,514
1339,238,52,208
1340,239,128,535
1341,239,33,382
1342,240,105,220
1343,240,105,298
1344,240,43,198
1345,241,108,395
1346,241,114,459
1347,241,114,382
1348,241,108,284
1349,241,127,93
1350,241,114,193
1351,241,148,57
1352,241,108,449
1353,241,114,246
1354,242,139,122
1355,242,60,355
1356,242,67,383
1357,242,136,247
1358,242,96,490
1359,242,58,510
1360,242,139,445
1361,243,125,224
1362,243,74,216
1363,243,121,481
1364,243,18,507
1365,244,52,235
1366,244,146,492
1367,244,69,76
1368,244,75,357
1369,244,118,278
1370,244,52,310
1371,244,150,468
1372,244,52,145
1373,244,75,198
1374,245,49,256
1375,245,49,267
1376,245,43,196
1377,245,53,263
1378,245,43,194
1379,245,53,412
1380,245,49,237
1381,245,43,475
1382,245,135,478
1383,246,81,480
1384,246,75,83
1385,247,60,116
1386,247,101,422
1387,247,67,470
1388,248,63,123
1389,248,71,345
1390,248,141,488
1391,249,26,122
1392,249,1,236
1393,249,1,190
1394,249,90,469
1395,249,123,334
1396,249,24,467
1397,249,16,290
1398,249,144,363
1399,249,91,323
1400,250,147,445
1401,250,138,168
1402,250,40,498
1403,251,108,469
1404,251,132,268
1405,251,80,321
1406,251,108,279
1407,251,132,368
1408,251,80,218
1409,251,80,413
1410,251,148,472
1411,251,148,537
1412,252,3,144
1413,252,62,243
1414,252,62,194
1415,252,131,178
1416,253,108,184
1417,253,148,234
1418,253,114,455
1419,253,148,337
1420,254,108,56
1421,254,127,101
1422,254,132,443
1423,254,132,224
1424,254,114,153
1425,254,114,303
1426,255,111,541
1427,255,78,471
1428,255,35,358
1429,255,48,213
1430,256,52,437
1431,256,52,322
1432,256,145,429
1433,257,16,525
1434,257,1,484
1435,257,16,498
1436,257,1,426
1437,257,16,546
1438,257,24,126
1439,258,132,423
1440,258,148,160
1441,258,148,339
1442,259,11,302
1443,259,125,149
1444,259,142,52
1445,259,33,279
1446,259,121,466
1447,259,33,386
1448,259,33,420
1449,259,33,542
1450,259,84,253
1451,260,50,429
1452,260,57,200
1453,260,117,404
1454,261,33,291
1455,261,33,89
1456,261,121,545
1457,261,121,102
1458,261,51,368
1459,261,121,452
1460,261,44,549
1461,261,84,476
1462,261,125,397
1463,262,19,236
1464,262,68,512
1465,262,122,443
1466,262,19,243
1467,262,22,474
1468,262,122,219
1469,263,95,339
1470,263,75,275
1471,263,75,309
1472,263,69,245
1473,263,150,316
1474,263,75,517
1475,263,133,257
1476,263,110,472
1477,264,17,220
1478,264,136,151
1479,264,58,146
1480,264,17,497
1481,264,17,532
1482,264,17,223
1483,265,63,362
1484,265,21,266
1485,265,141,146
1486,265,27,438
1487,266,110,512
1488,266,118,52
1489,266,52,311
1490,266,133,174
1491,266,118,61
1492,266,118,108
1493,266,146,434
1494,266,110,296
1495,266,118,178
1496,267,31,186
1497,267,42,217
1498,267,7,202
1499,267,31,436
1500,267,115,470
1501,267,115,384
1502,267,28,57
1503,268,58,50
1504,268,101,545
1505,268,14,149
1506,268,17,189
1507,268,58,142
1508,268,17,487
1509,269,1,310
1510,269,91,124
1511,269,123,140
1512,270,120,428
1513,270,124,137
1514,270,94,346
1515,271,98,142
1516,271,98,79
1517,271,98,173
1518,271,98,534
1519,271,98,356
1520,272,80,315
1521,272,114,127
1522,272,127,193
1523,272,108,120
1524,273,74,241
1525,273,44,294
1526,273,142,147
1527,273,44,206
1528,274,145,191
1529,274,75,492
1530,274,39,465
1531,274,75,514
1532,274,52,203
1533,274,118,280
1534,274,133,436
1535,274,81,261
1536,275,135,505
1537,275,97,281
1538,275,135,197
1539,275,43,413
1540,275,43,141
1541,276,75,134
1542,276,95,136
1543,276,146,422
1544,276,95,246
1545,276,133,236
1546,276,109,59
1547,276,75,115
1548,277,39,275
1549,277,109,166
1550,277,109,459
1551,277,145,182
1552,277,52,440
1553,277,145,157
1554,277,39,499
1555,277,146,204
1556,277,75,246
1557,278,130,530
1558,278,130,236
1559,278,37,215
1560,279,97,394
1561,279,105,301
1562,279,105,541
1563,279,105,326
1564,279,53,147
1565,279,43,75
1566,279,38,433
1567,280,80,239
1568,280,127,243
1569,281,108,312
1570,281,127,92
1571,281,114,203
1572,281,127,60
1573,281,127,106
1574,282,68,322
1575,282,122,412
1576,282,34,142
1577,282,73,506
1578,283,105,95
1579,283,135,333
1580,283,53,195
1581,284,93,535
1582,284,124,136
1583,284,20,85
1584,284,9,125
1585,284,9,339
1586,284,134,416
1587,284,93,307
1588,285,123,170
1589,285,91,229
1590,285,144,499
1591,285,91,280
1592,285,55,282
1593,285,91,346
1594,285,90,275
1595,285,1,170
1596,285,144,480
1597,286,141,416
1598,286,71,338
1599,286,141,371
1600,286,4,147
1601,286,27,380
1602,286,71,165
1603,287,31,184
1604,287,7,526
1605,287,31,220
1606,287,31,484
1607,287,7,286
1608,287,7,472
1609,288,23,208
1610,288,30,78
1611,288,137,380
1612,288,137,349
1613,288,25,159
1614,289,66,102
1615,289,78,155
1616,289,102,93
1617,289,102,376
1618,289,78,56
1619,289,48,406
1620,289,102,454
1621,289,48,319
1622,289,102,72
1623,290,19,70
1624,290,29,71
1625,290,129,513
1626,291,133,226
1627,291,150,226
1628,291,52,310
1629,292,117,102
1630,292,103,93
1631,292,46,273
1632,293,53,142
1633,293,49,436
1634,293,97,515
1635,293,105,525
1636,293,49,129
1637,293,135,219
1638,293,135,159
1639,293,135,446
1640,293,49,478
1641,294,64,336
1642,294,4,433
1643,294,63,142
1644,294,64,104
1645,294,56,394
1646,294,141,432
1647,294,71,451
1648,295,120,348
1649,295,134,302
1650,295,8,500
1651,295,77,353
1652,296,7,148
1653,296,7,410
1654,297,105,343
1655,297,105,156
1656,297,53,404
1657,297,97,118
1658,297,38,416
1659,297,49,524
1660,297,49,94
1661,297,97,289
