order_id,order_number,customer_id,store_id,order_date,total_amount,payment_method,order_status,created_at
62,ORD-2023-000062,10574,71,2023-12-27T15:17:22.775Z,1337.72,Apple Pay,Completed,2025-12-24 20:52:10
63,ORD-2023-000063,3218,88,2023-12-28T00:09:24.281Z,500.1,Debit Card,Completed,2025-12-24 20:52:10
64,ORD-2023-000064,3944,122,2023-12-27T23:39:46.543Z,1927.18,Cash,Completed,2025-12-24 20:52:10
65,ORD-2023-000065,11769,14,2023-12-27T11:34:57.215Z,484.14,Apple Pay,Cancelled,2025-12-24 20:52:10
66,ORD-2023-000066,5291,76,2023-12-28T05:22:00.608Z,624.74,Credit Card,Shipped,2025-12-24 20:52:10
67,ORD-2023-000067,9948,61,2023-12-27T14:51:45.804Z,1642.11,Apple Pay,Cancelled,2025-12-24 20:52:10
68,ORD-2023-000068,7964,87,2023-12-27T21:41:13.147Z,1173.93,Cash,Completed,2025-12-24 20:52:10
69,ORD-2023-000069,11259,81,2023-12-28T05:34:38.595Z,1633.56,Google Pay,Completed,2025-12-24 20:52:10
70,ORD-2023-000070,11021,146,2023-12-27T19:08:36.732Z,1575.27,Google Pay,Cancelled,2025-12-24 20:52:10
71,ORD-2023-000071,11885,66,2023-12-28T03:07:11.573Z,461.37,Apple Pay,Processing,2025-12-24 20:52:10
72,ORD-2023-000072,7204,45,2023-12-27T22:40:53.215Z,1234.51,Google Pay,Cancelled,2025-12-24 20:52:10
73,ORD-2023-000073,3587,125,2023-12-27T16:56:44.771Z,179.7,PayPal,Completed,2025-12-24 20:52:10
74,ORD-2023-000074,4054,14,2023-12-27T20:24:52.728Z,437.82,Credit Card,Completed,2025-12-24 20:52:10
75,ORD-2023-000075,473,130,2023-12-28T09:56:49.491Z,914.96,Credit Card,Completed,2025-12-24 20:52:10
76,ORD-2023-000076,1951,90,2023-12-27T22:41:09.070Z,1919.38,PayPal,Processing,2025-12-24 20:52:10
77,ORD-2023-000077,363,54,2023-12-27T21:52:29.639Z,1821.52,PayPal,Completed,2025-12-24 20:52:10
78,ORD-2023-000078,4791,119,2023-12-28T10:02:19.039Z,522.23,Apple Pay,Completed,2025-12-24 20:52:10
79,ORD-2023-000079,9965,100,2023-12-28T16:23:20.937Z,978.51,Apple Pay,Cancelled,2025-12-24 20:52:10
80,ORD-2023-000080,7315,36,2023-12-28T02:34:24.766Z,2243.18,Cash,Completed,2025-12-24 20:52:10
81,ORD-2023-000081,5422,104,2023-12-28T00:19:55.726Z,1282.91,Apple Pay,Completed,2025-12-24 20:52:10
82,ORD-2023-000082,3096,41,2023-12-28T01:06:16.591Z,1754.36,Debit Card,Shipped,2025-12-24 20:52:10
83,ORD-2023-000083,5370,16,2023-12-28T10:31:30.410Z,1982.13,Google Pay,Completed,2025-12-24 20:52:10
84,ORD-2023-000084,888,76,2023-12-27T23:08:47.392Z,2133.57,PayPal,Completed,2025-12-24 20:52:10
85,ORD-2023-000085,3377,114,2023-12-28T10:25:56.647Z,427.65,Cash,Completed,2025-12-24 20:52:10
86,ORD-2023-000086,9512,93,2023-12-28T03:44:37.778Z,298.53,Cash,Completed,2025-12-24 20:52:10
87,ORD-2023-000087,9622,99,2023-12-28T21:02:17.280Z,1139.61,Google Pay,Completed,2025-12-24 20:52:10
88,ORD-2023-000088,2367,128,2023-12-28T12:23:51.243Z,648.29,Google Pay,Completed,2025-12-24 20:52:10
89,ORD-2023-000089,1963,25,2023-12-28T10:52:06.818Z,1448.25,Google Pay,Completed,2025-12-24 20:52:10
90,ORD-2023-000090,9236,2,2023-12-28T13:28:29.475Z,222.32,Apple Pay,Completed,2025-12-24 20:52:10
91,ORD-2023-000091,10885,14,2023-12-28T03:25:32.885Z,395.51,Apple Pay,Completed,2025-12-24 20:52:10
92,ORD-2023-000092,8574,143,2023-12-28T05:03:03.807Z,1099.02,Cash,Completed,2025-12-24 20:52:10
93,ORD-2023-000093,8018,72,2023-12-28T23:23:08.559Z,2190.8,Credit Card,Completed,2025-12-24 20:52:10
94,ORD-2023-000094,3059,13,2023-12-28T07:55:36.822Z,226.78,PayPal,Completed,2025-12-24 20:52:10
95,ORD-2023-000095,8891,86,2023-12-28T11:26:55.494Z,1731.85,Google Pay,Completed,2025-12-24 20:52:10
96,ORD-2023-000096,7101,134,2023-12-28T09:38:23.112Z,1504.2,Credit Card,Completed,2025-12-24 20:52:10
97,ORD-2023-000097,4954,49,2023-12-28T10:13:33.341Z,2934.01,Google Pay,Completed,2025-12-24 20:52:10
98,ORD-2023-000098,10192,124,2023-12-29T01:39:39.285Z,898.2,Google Pay,Completed,2025-12-24 20:52:10
99,ORD-2023-000099,1609,25,2023-12-28T23:54:27.471Z,1938.26,Apple Pay,Completed,2025-12-24 20:52:10
100,ORD-2023-000100,1345,4,2023-12-28T12:17:54.222Z,312.27,Debit Card,Completed,2025-12-24 20:52:10
101,ORD-2023-000101,75,31,2023-12-28T13:25:18.654Z,1423.44,Debit Card,Processing,2025-12-24 20:52:10
102,ORD-2023-000102,1962,126,2023-12-29T03:54:17.708Z,1374.47,Debit Card,Completed,2025-12-24 20:52:10
103,ORD-2023-000103,7425,40,2023-12-28T20:37:15.917Z,842.96,Apple Pay,Completed,2025-12-24 20:52:10
104,ORD-2023-000104,2915,5,2023-12-28T16:47:15.769Z,729.68,PayPal,Cancelled,2025-12-24 20:52:10
105,ORD-2023-000105,2176,35,2023-12-28T16:38:51.139Z,1022.5,Apple Pay,Completed,2025-12-24 20:52:10
106,ORD-2023-000106,1876,110,2023-12-29T04:19:48.594Z,2284.37,Debit Card,Completed,2025-12-24 20:52:10
107,ORD-2023-000107,10739,42,2023-12-28T12:14:31.730Z,848.53,Credit Card,Shipped,2025-12-24 20:52:10
108,ORD-2023-000108,8499,93,2023-12-29T09:34:34.932Z,1235.66,Credit Card,Completed,2025-12-24 20:52:10
109,ORD-2023-000109,7114,5,2023-12-28T12:07:58.881Z,1294.2,Debit Card,Shipped,2025-12-24 20:52:10
110,ORD-2023-000110,1487,1,2023-12-28T20:55:31.987Z,1649.73,Credit Card,Shipped,2025-12-24 20:52:10
111,ORD-2023-000111,638,119,2023-12-29T01:54:44.660Z,567.46,Cash,Completed,2025-12-24 20:52:10
112,ORD-2023-000112,6609,104,2023-12-29T00:56:24.681Z,57.91,Cash,Completed,2025-12-24 20:52:10
113,ORD-2023-000113,2788,24,2023-12-29T02:41:20.395Z,1991.15,Cash,Completed,2025-12-24 20:52:10
114,ORD-2023-000114,8034,101,2023-12-28T15:43:58.368Z,731.46,Credit Card,Completed,2025-12-24 20:52:10
115,ORD-2023-000115,2596,95,2023-12-29T06:21:56.398Z,1293.15,Apple Pay,Completed,2025-12-24 20:52:10
116,ORD-2023-000116,955,150,2023-12-29T05:40:46.217Z,949.48,Debit Card,Completed,2025-12-24 20:52:10
117,ORD-2023-000117,6451,46,2023-12-28T20:05:06.387Z,2337.83,PayPal,Completed,2025-12-24 20:52:10
118,ORD-2023-000118,8919,96,2023-12-29T16:43:41.264Z,753.09,Cash,Shipped,2025-12-24 20:52:10
119,ORD-2023-000119,5691,69,2023-12-29T14:46:47.243Z,544.34,Google Pay,Shipped,2025-12-24 20:52:10
120,ORD-2023-000120,5810,148,2023-12-29T12:26:26.142Z,1827.74,PayPal,Shipped,2025-12-24 20:52:10
121,ORD-2023-000121,822,104,2023-12-29T13:59:01.051Z,1378.98,Google Pay,Completed,2025-12-24 20:52:10
122,ORD-2023-000122,10599,36,2023-12-29T17:48:19.050Z,2133.77,Cash,Completed,2025-12-24 20:52:10
123,ORD-2023-000123,5092,7,2023-12-29T12:54:00.924Z,738.36,Debit Card,Shipped,2025-12-24 20:52:10
124,ORD-2023-000124,2610,66,2023-12-29T13:57:20.078Z,2611.5,Debit Card,Completed,2025-12-24 20:52:10
125,ORD-2023-000125,9357,15,2023-12-29T10:27:46.780Z,2707.75,PayPal,Completed,2025-12-24 20:52:10
126,ORD-2023-000126,11599,70,2023-12-29T15:00:42.727Z,687.98,Credit Card,Shipped,2025-12-24 20:52:10
127,ORD-2023-000127,4655,19,2023-12-29T03:14:41.247Z,2643.23,Google Pay,Shipped,2025-12-24 20:52:10
128,ORD-2023-000128,1497,109,2023-12-29T00:03:56.571Z,262.98,Apple Pay,Completed,2025-12-24 20:52:10
129,ORD-2023-000129,2740,29,2023-12-29T02:19:03.887Z,913.02,Google Pay,Completed,2025-12-24 20:52:10
130,ORD-2023-000130,9356,48,2023-12-29T16:52:22.641Z,764.73,Cash,Completed,2025-12-24 20:52:10
131,ORD-2023-000131,1258,39,2023-12-29T06:15:37.184Z,1105.32,Google Pay,Shipped,2025-12-24 20:52:10
132,ORD-2023-000132,5171,30,2023-12-30T01:02:07.526Z,2345.56,Credit Card,Processing,2025-12-24 20:52:10
133,ORD-2023-000133,7681,91,2023-12-29T10:15:50.143Z,63.91,Debit Card,Completed,2025-12-24 20:52:10
134,ORD-2023-000134,1874,85,2023-12-29T19:26:04.743Z,487.92,Apple Pay,Completed,2025-12-24 20:52:10
135,ORD-2023-000135,3296,129,2023-12-29T17:19:42.383Z,2144.89,Cash,Completed,2025-12-24 20:52:10
136,ORD-2023-000136,5132,87,2023-12-29T15:37:31.776Z,664.28,Apple Pay,Completed,2025-12-24 20:52:10
137,ORD-2023-000137,7335,127,2023-12-29T14:46:48.477Z,597.87,Apple Pay,Completed,2025-12-24 20:52:10
138,ORD-2023-000138,6045,27,2023-12-29T05:11:33.003Z,2579.46,Cash,Completed,2025-12-24 20:52:10
139,ORD-2023-000139,9698,54,2023-12-29T22:06:56.400Z,2244.15,Debit Card,Completed,2025-12-24 20:52:10
140,ORD-2023-000140,4395,111,2023-12-30T05:52:41.452Z,979.3,Apple Pay,Completed,2025-12-24 20:52:10
141,ORD-2023-000141,8038,123,2023-12-29T13:57:46.878Z,1926.29,Debit Card,Completed,2025-12-24 20:52:10
142,ORD-2023-000142,11457,106,2023-12-29T12:51:02.846Z,2980.71,Cash,Shipped,2025-12-24 20:52:10
143,ORD-2023-000143,7724,75,2023-12-29T19:31:31.335Z,478.85,Google Pay,Cancelled,2025-12-24 20:52:10
144,ORD-2023-000144,11605,40,2023-12-29T10:58:42.464Z,789.36,Cash,Completed,2025-12-24 20:52:10
145,ORD-2023-000145,2820,135,2023-12-29T22:08:42.532Z,227.24,Google Pay,Completed,2025-12-24 20:52:10
146,ORD-2023-000146,2266,141,2023-12-29T23:46:00.248Z,1435.14,Cash,Completed,2025-12-24 20:52:10
147,ORD-2023-000147,7972,139,2023-12-29T21:09:47.906Z,584.13,Credit Card,Completed,2025-12-24 20:52:10
148,ORD-2023-000148,3777,149,2023-12-29T12:32:41.214Z,3021.9,Apple Pay,Completed,2025-12-24 20:52:10
149,ORD-2023-000149,6461,93,2023-12-29T16:48:55.049Z,975.84,Credit Card,Completed,2025-12-24 20:52:10
150,ORD-2023-000150,4757,122,2023-12-29T14:05:11.491Z,133.5,Credit Card,Completed,2025-12-24 20:52:10
151,ORD-2023-000151,5982,119,2023-12-30T12:26:57.101Z,984.56,Credit Card,Shipped,2025-12-24 20:52:10
152,ORD-2023-000152,8426,137,2023-12-30T05:23:04.267Z,1643.04,Credit Card,Completed,2025-12-24 20:52:10
153,ORD-2023-000153,3486,14,2023-12-30T02:51:56.290Z,1679.1,Apple Pay,Completed,2025-12-24 20:52:10
154,ORD-2023-000154,1155,20,2023-12-30T06:59:26.178Z,2425.29,PayPal,Completed,2025-12-24 20:52:10
155,ORD-2023-000155,1346,49,2023-12-29T19:53:59.336Z,2525.33,Credit Card,Completed,2025-12-24 20:52:10
156,ORD-2023-000156,4702,58,2023-12-30T02:39:42.186Z,1853.97,Credit Card,Cancelled,2025-12-24 20:52:10
157,ORD-2023-000157,9257,34,2023-12-30T03:01:38.686Z,305.78,Cash,Completed,2025-12-24 20:52:10
158,ORD-2023-000158,3206,145,2023-12-30T06:59:37.885Z,2401.98,PayPal,Completed,2025-12-24 20:52:10
159,ORD-2023-000159,2227,134,2023-12-30T06:31:58.768Z,1688.67,PayPal,Completed,2025-12-24 20:52:10
160,ORD-2023-000160,5388,113,2023-12-29T20:02:28.742Z,2514.6,Debit Card,Cancelled,2025-12-24 20:52:10
161,ORD-2023-000161,4530,129,2023-12-30T01:02:48.192Z,2498.69,Cash,Completed,2025-12-24 20:52:10
162,ORD-2023-000162,7005,66,2023-12-30T02:56:43.521Z,146.89,Apple Pay,Completed,2025-12-24 20:52:10
163,ORD-2023-000163,5444,92,2023-12-30T04:22:24.092Z,2026.54,Credit Card,Cancelled,2025-12-24 20:52:10
164,ORD-2023-000164,10407,64,2023-12-30T09:00:54.649Z,2027.82,Cash,Completed,2025-12-24 20:52:10
165,ORD-2023-000165,6263,89,2023-12-30T15:23:09.809Z,640.06,Cash,Completed,2025-12-24 20:52:10
166,ORD-2023-000166,11625,88,2023-12-30T04:14:48.931Z,1501.34,Credit Card,Cancelled,2025-12-24 20:52:10
167,ORD-2023-000167,3997,130,2023-12-30T08:19:46.262Z,1057.05,PayPal,Shipped,2025-12-24 20:52:10
168,ORD-2023-000168,9528,54,2023-12-30T03:58:37.682Z,1252.09,Credit Card,Completed,2025-12-24 20:52:10
169,ORD-2023-000169,1287,125,2023-12-30T08:18:06.545Z,2008.3,Debit Card,Shipped,2025-12-24 20:52:10
170,ORD-2023-000170,7542,93,2023-12-30T14:52:02.037Z,1734.8,Google Pay,Shipped,2025-12-24 20:52:10
171,ORD-2023-000171,2244,148,2023-12-30T08:39:46.848Z,1490.69,Credit Card,Completed,2025-12-24 20:52:10
172,ORD-2023-000172,3506,70,2023-12-30T18:15:13.406Z,393.18,Debit Card,Completed,2025-12-24 20:52:10
173,ORD-2023-000173,8855,48,2023-12-30T23:02:46.999Z,1163.62,Apple Pay,Shipped,2025-12-24 20:52:10
174,ORD-2023-000174,11908,137,2023-12-30T15:48:39.688Z,104.52,Apple Pay,Completed,2025-12-24 20:52:10
175,ORD-2023-000175,6546,17,2023-12-30T07:17:54.193Z,148.8,Credit Card,Completed,2025-12-24 20:52:10
176,ORD-2023-000176,3044,6,2023-12-31T00:06:43.372Z,830.56,Cash,Processing,2025-12-24 20:52:10
177,ORD-2023-000177,881,123,2023-12-30T18:30:48.951Z,3210.79,Debit Card,Completed,2025-12-24 20:52:10
178,ORD-2023-000178,6152,20,2023-12-30T11:46:32.087Z,227.6,Debit Card,Cancelled,2025-12-24 20:52:10
179,ORD-2023-000179,8327,111,2023-12-31T02:53:05.606Z,367.27,Apple Pay,Completed,2025-12-24 20:52:10
180,ORD-2023-000180,457,45,2023-12-30T14:55:45.747Z,1976.39,Debit Card,Completed,2025-12-24 20:52:10
181,ORD-2023-000181,2952,100,2023-12-31T05:16:42.949Z,1300.33,Google Pay,Completed,2025-12-24 20:52:10
182,ORD-2023-000182,3752,104,2023-12-30T23:59:34.368Z,2238.96,Debit Card,Processing,2025-12-24 20:52:10
183,ORD-2023-000183,10882,101,2023-12-30T21:42:10.770Z,1964.58,PayPal,Completed,2025-12-24 20:52:10
184,ORD-2023-000184,10025,76,2023-12-30T16:00:43.417Z,187.72,Debit Card,Completed,2025-12-24 20:52:10
185,ORD-2023-000185,1274,45,2023-12-30T15:27:49.821Z,1462.41,Debit Card,Completed,2025-12-24 20:52:10
186,ORD-2023-000186,9695,19,2023-12-30T11:50:05.438Z,3689.55,Debit Card,Completed,2025-12-24 20:52:10
187,ORD-2023-000187,9554,55,2023-12-30T16:57:47.714Z,428.06,Google Pay,Completed,2025-12-24 20:52:10
188,ORD-2023-000188,2974,8,2023-12-30T14:28:11.223Z,1696.34,Cash,Completed,2025-12-24 20:52:10
189,ORD-2023-000189,5511,103,2023-12-31T07:48:12.117Z,837.69,Credit Card,Completed,2025-12-24 20:52:10
190,ORD-2023-000190,5885,87,2023-12-30T13:44:37.316Z,408.99,Debit Card,Completed,2025-12-24 20:52:10
191,ORD-2023-000191,8635,141,2023-12-30T16:12:49.413Z,3816.82,PayPal,Completed,2025-12-24 20:52:10
192,ORD-2023-000192,2241,80,2023-12-30T20:45:46.144Z,1221.54,Credit Card,Cancelled,2025-12-24 20:52:10
193,ORD-2023-000193,11783,124,2023-12-31T12:35:37.297Z,2004.76,Cash,Processing,2025-12-24 20:52:10
194,ORD-2023-000194,2036,63,2023-12-31T05:36:40.092Z,855.4,Credit Card,Completed,2025-12-24 20:52:10
195,ORD-2023-000195,11751,32,2023-12-31T00:58:58.211Z,817.52,PayPal,Completed,2025-12-24 20:52:10
196,ORD-2023-000196,9118,130,2023-12-31T06:34:51.955Z,1732.33,Cash,Completed,2025-12-24 20:52:10
197,ORD-2023-000197,6108,31,2023-12-31T06:48:57.116Z,1294.02,Debit Card,Completed,2025-12-24 20:52:10
198,ORD-2023-000198,6083,53,2023-12-31T12:12:15.818Z,2465.15,PayPal,Completed,2025-12-24 20:52:10
199,ORD-2023-000199,905,130,2023-12-31T14:16:41.887Z,1464.95,Apple Pay,Processing,2025-12-24 20:52:10
200,ORD-2023-000200,9562,148,2023-12-31T11:54:24.216Z,176.98,Cash,Completed,2025-12-24 20:52:10
201,ORD-2023-000201,3479,25,2023-12-31T02:26:00.155Z,693.16,Debit Card,Completed,2025-12-24 20:52:10
202,ORD-2023-000202,4170,23,2023-12-31T08:40:13.811Z,847.88,Cash,Completed,2025-12-24 20:52:10
203,ORD-2023-000203,11747,106,2023-12-31T00:06:40.587Z,1237.2,Debit Card,Cancelled,2025-12-24 20:52:10
204,ORD-2023-000204,10443,115,2023-12-31T12:42:12.321Z,1505.45,PayPal,Completed,2025-12-24 20:52:10
205,ORD-2023-000205,9070,93,2023-12-31T07:02:44.325Z,1834.52,PayPal,Completed,2025-12-24 20:52:10
206,ORD-2023-000206,6568,73,2023-12-31T12:14:22.332Z,915.61,Apple Pay,Completed,2025-12-24 20:52:10
207,ORD-2023-000207,8008,124,2023-12-31T17:59:49.692Z,1453.56,Apple Pay,Completed,2025-12-24 20:52:10
208,ORD-2023-000208,6336,69,2023-12-31T18:22:49.300Z,893.32,Google Pay,Completed,2025-12-24 20:52:10
209,ORD-2023-000209,6592,38,2023-12-31T11:00:18.160Z,931.32,PayPal,Completed,2025-12-24 20:52:10
210,ORD-2023-000210,9084,17,2023-12-31T16:03:23.949Z,2419.3,Credit Card,Cancelled,2025-12-24 20:52:10
211,ORD-2023-000211,7538,15,2023-12-31T08:36:36.037Z,2142.68,Debit Card,Completed,2025-12-24 20:52:10
212,ORD-2023-000212,1142,58,2023-12-31T15:18:40.631Z,689.75,Credit Card,Completed,2025-12-24 20:52:10
213,ORD-2023-000213,7030,43,2023-12-31T21:26:56.408Z,1436.97,Credit Card,Completed,2025-12-24 20:52:10
214,ORD-2023-000214,2779,31,2023-12-31T13:01:41.212Z,2274.01,PayPal,Processing,2025-12-24 20:52:10
215,ORD-2023-000215,7885,39,2023-12-31T12:22:06.063Z,1485.43,Cash,Shipped,2025-12-24 20:52:10
216,ORD-2023-000216,2440,118,2023-12-31T08:50:50.040Z,33.39,Cash,Completed,2025-12-24 20:52:10
217,ORD-2023-000217,11288,122,2023-12-31T11:01:46.522Z,830.39,Credit Card,Completed,2025-12-24 20:52:10
218,ORD-2023-000218,1966,123,2023-12-31T21:06:15.679Z,365.52,Debit Card,Cancelled,2025-12-24 20:52:10
219,ORD-2024-000219,11269,63,2024-01-01T03:57:16.198Z,397.04,Cash,Processing,2025-12-24 20:52:10
220,ORD-2023-000220,6890,46,2023-12-31T16:50:49.840Z,1282.6,Credit Card,Cancelled,2025-12-24 20:52:10
221,ORD-2024-000221,4571,60,2024-01-01T03:54:55.740Z,161.23,Cash,Completed,2025-12-24 20:52:10
222,ORD-2024-000222,9876,131,2024-01-01T01:53:39.447Z,1181.64,Google Pay,Completed,2025-12-24 20:52:10
223,ORD-2024-000223,2705,106,2024-01-01T02:02:12.102Z,1886.27,Credit Card,Shipped,2025-12-24 20:52:10
224,ORD-2024-000224,9704,109,2024-01-01T03:53:04.620Z,2817.73,Cash,Completed,2025-12-24 20:52:10
225,ORD-2023-000225,9385,9,2023-12-31T14:54:45.633Z,1853.75,PayPal,Completed,2025-12-24 20:52:10
226,ORD-2024-000226,11812,130,2024-01-01T06:40:22.964Z,959.94,Debit Card,Completed,2025-12-24 20:52:10
