inventory_id,product_id,location_type,location_id,quantity_on_hand,quantity_reserved,last_restock_date,last_updated
139,139,warehouse,1,5177,925,2025-11-26,2025-12-24 20:51:55
140,140,warehouse,1,2929,14,2025-12-23,2025-12-24 20:51:55
141,141,warehouse,1,3529,837,2025-11-28,2025-12-24 20:51:55
142,142,warehouse,1,3290,88,2025-12-16,2025-12-24 20:51:55
143,143,warehouse,1,3976,62,2025-10-27,2025-12-24 20:51:55
144,144,warehouse,1,3717,439,2025-12-16,2025-12-24 20:51:55
145,145,warehouse,1,1768,468,2025-11-01,2025-12-24 20:51:55
146,146,warehouse,1,2730,484,2025-11-11,2025-12-24 20:51:55
147,147,warehouse,1,4163,200,2025-11-10,2025-12-24 20:51:55
148,148,warehouse,1,3545,539,2025-10-30,2025-12-24 20:51:55
149,149,warehouse,1,769,223,2025-11-25,2025-12-24 20:51:55
150,150,warehouse,1,1589,452,2025-11-02,2025-12-24 20:51:55
151,1,warehouse,2,573,86,2025-11-03,2025-12-24 20:51:55
152,2,warehouse,2,4535,1282,2025-11-21,2025-12-24 20:51:55
153,3,warehouse,2,1258,370,2025-11-16,2025-12-24 20:51:55
154,4,warehouse,2,3950,139,2025-12-01,2025-12-24 20:51:55
155,5,warehouse,2,4486,135,2025-10-27,2025-12-24 20:51:55
156,6,warehouse,2,1468,375,2025-12-17,2025-12-24 20:51:55
157,7,warehouse,2,1050,61,2025-12-19,2025-12-24 20:51:55
158,8,warehouse,2,1872,425,2025-10-30,2025-12-24 20:51:55
159,9,warehouse,2,1223,200,2025-12-01,2025-12-24 20:51:55
160,10,warehouse,2,1083,91,2025-11-23,2025-12-24 20:51:55
161,11,warehouse,2,4718,1370,2025-12-02,2025-12-24 20:51:55
162,12,warehouse,2,3733,316,2025-10-26,2025-12-24 20:51:55
163,13,warehouse,2,2343,254,2025-11-18,2025-12-24 20:51:55
164,14,warehouse,2,3925,100,2025-11-03,2025-12-24 20:51:55
165,15,warehouse,2,537,101,2025-12-04,2025-12-24 20:51:55
166,16,warehouse,2,652,151,2025-11-12,2025-12-24 20:51:55
167,17,warehouse,2,4005,192,2025-11-02,2025-12-24 20:51:55
168,18,warehouse,2,2904,308,2025-12-18,2025-12-24 20:51:55
169,19,warehouse,2,2441,598,2025-11-06,2025-12-24 20:51:55
170,20,warehouse,2,4566,830,2025-11-06,2025-12-24 20:51:55
171,21,warehouse,2,4876,482,2025-12-07,2025-12-24 20:51:55
172,22,warehouse,2,2964,388,2025-10-29,2025-12-24 20:51:55
173,23,warehouse,2,1022,293,2025-12-19,2025-12-24 20:51:55
174,24,warehouse,2,1483,160,2025-11-14,2025-12-24 20:51:55
175,25,warehouse,2,4908,726,2025-12-08,2025-12-24 20:51:55
176,26,warehouse,2,4773,400,2025-12-19,2025-12-24 20:51:55
177,27,warehouse,2,2416,451,2025-12-04,2025-12-24 20:51:55
178,28,warehouse,2,4389,644,2025-12-11,2025-12-24 20:51:55
179,29,warehouse,2,2045,181,2025-12-17,2025-12-24 20:51:55
180,30,warehouse,2,3153,704,2025-12-03,2025-12-24 20:51:55
181,31,warehouse,2,4850,128,2025-12-01,2025-12-24 20:51:55
182,32,warehouse,2,2602,523,2025-12-22,2025-12-24 20:51:55
183,33,warehouse,2,3455,702,2025-11-22,2025-12-24 20:51:55
184,34,warehouse,2,953,124,2025-12-06,2025-12-24 20:51:55
185,35,warehouse,2,4364,1253,2025-12-16,2025-12-24 20:51:55
186,36,warehouse,2,3616,370,2025-10-30,2025-12-24 20:51:55
187,37,warehouse,2,566,116,2025-12-11,2025-12-24 20:51:55
188,38,warehouse,2,3160,193,2025-11-01,2025-12-24 20:51:55
189,39,warehouse,2,3025,140,2025-12-03,2025-12-24 20:51:55
190,40,warehouse,2,3090,259,2025-11-11,2025-12-24 20:51:55
191,41,warehouse,2,1252,48,2025-11-15,2025-12-24 20:51:55
192,42,warehouse,2,2621,197,2025-11-26,2025-12-24 20:51:55
193,43,warehouse,2,3136,594,2025-10-27,2025-12-24 20:51:55
194,44,warehouse,2,2249,261,2025-10-31,2025-12-24 20:51:55
195,45,warehouse,2,4876,1022,2025-11-03,2025-12-24 20:51:55
196,46,warehouse,2,4358,482,2025-11-26,2025-12-24 20:51:55
197,47,warehouse,2,4028,401,2025-10-31,2025-12-24 20:51:55
198,48,warehouse,2,1490,174,2025-12-03,2025-12-24 20:51:55
199,49,warehouse,2,1606,348,2025-11-09,2025-12-24 20:51:55
200,50,warehouse,2,3064,623,2025-11-11,2025-12-24 20:51:55
201,51,warehouse,2,3994,57,2025-11-13,2025-12-24 20:51:55
202,52,warehouse,2,4945,1203,2025-12-01,2025-12-24 20:51:55
203,53,warehouse,2,3309,129,2025-11-09,2025-12-24 20:51:55
204,54,warehouse,2,587,101,2025-10-30,2025-12-24 20:51:55
205,55,warehouse,2,2401,138,2025-10-25,2025-12-24 20:51:55
206,56,warehouse,2,3330,15,2025-11-18,2025-12-24 20:51:55
207,57,warehouse,2,1967,161,2025-12-09,2025-12-24 20:51:55
208,58,warehouse,2,735,94,2025-11-07,2025-12-24 20:51:55
209,59,warehouse,2,5249,1071,2025-11-15,2025-12-24 20:51:55
210,60,warehouse,2,4937,534,2025-10-27,2025-12-24 20:51:55
211,61,warehouse,2,748,98,2025-10-27,2025-12-24 20:51:55
212,62,warehouse,2,3023,499,2025-10-28,2025-12-24 20:51:55
213,63,warehouse,2,678,140,2025-12-10,2025-12-24 20:51:55
214,64,warehouse,2,613,53,2025-11-06,2025-12-24 20:51:55
215,65,warehouse,2,1909,381,2025-11-12,2025-12-24 20:51:55
216,66,warehouse,2,3104,427,2025-11-26,2025-12-24 20:51:55
217,67,warehouse,2,2486,482,2025-11-15,2025-12-24 20:51:55
218,68,warehouse,2,734,70,2025-11-25,2025-12-24 20:51:55
219,69,warehouse,2,3324,747,2025-11-10,2025-12-24 20:51:55
220,70,warehouse,2,4523,944,2025-10-28,2025-12-24 20:51:55
221,71,warehouse,2,2790,785,2025-12-21,2025-12-24 20:51:55
222,72,warehouse,2,1943,356,2025-11-25,2025-12-24 20:51:55
223,73,warehouse,2,2013,491,2025-12-08,2025-12-24 20:51:55
224,74,warehouse,2,2247,325,2025-11-10,2025-12-24 20:51:55
225,75,warehouse,2,4208,805,2025-11-05,2025-12-24 20:51:55
226,76,warehouse,2,4368,1255,2025-12-08,2025-12-24 20:51:55
227,77,warehouse,2,2512,708,2025-11-28,2025-12-24 20:51:55
228,78,warehouse,2,1734,222,2025-12-10,2025-12-24 20:51:55
229,79,warehouse,2,510,105,2025-12-03,2025-12-24 20:51:55
230,80,warehouse,2,4454,1172,2025-11-17,2025-12-24 20:51:55
231,81,warehouse,2,2748,379,2025-11-04,2025-12-24 20:51:55
232,82,warehouse,2,1670,159,2025-12-13,2025-12-24 20:51:55
233,83,warehouse,2,3660,748,2025-11-01,2025-12-24 20:51:55
234,84,warehouse,2,4168,299,2025-11-05,2025-12-24 20:51:55
235,85,warehouse,2,3629,398,2025-11-01,2025-12-24 20:51:55
236,86,warehouse,2,1584,414,2025-11-18,2025-12-24 20:51:55
237,87,warehouse,2,3546,1061,2025-12-01,2025-12-24 20:51:55
238,88,warehouse,2,5261,1216,2025-10-30,2025-12-24 20:51:55
239,89,warehouse,2,1867,369,2025-11-06,2025-12-24 20:51:55
240,90,warehouse,2,2144,23,2025-10-25,2025-12-24 20:51:55
241,91,warehouse,2,2950,140,2025-11-12,2025-12-24 20:51:55
242,92,warehouse,2,2679,605,2025-11-07,2025-12-24 20:51:55
243,93,warehouse,2,3258,59,2025-11-14,2025-12-24 20:51:55
244,94,warehouse,2,1802,257,2025-11-18,2025-12-24 20:51:55
245,95,warehouse,2,1871,507,2025-12-06,2025-12-24 20:51:55
246,96,warehouse,2,3537,1005,2025-11-12,2025-12-24 20:51:55
247,97,warehouse,2,4850,464,2025-12-07,2025-12-24 20:51:55
248,98,warehouse,2,3449,231,2025-11-15,2025-12-24 20:51:55
249,99,warehouse,2,4973,651,2025-11-09,2025-12-24 20:51:55
250,100,warehouse,2,3205,773,2025-10-28,2025-12-24 20:51:55
251,101,warehouse,2,4342,1015,2025-11-12,2025-12-24 20:51:55
252,102,warehouse,2,4295,441,2025-12-10,2025-12-24 20:51:55
253,103,warehouse,2,4972,339,2025-11-12,2025-12-24 20:51:55
254,104,warehouse,2,2147,513,2025-12-14,2025-12-24 20:51:55
255,105,warehouse,2,1490,190,2025-12-04,2025-12-24 20:51:55
256,106,warehouse,2,5314,1424,2025-11-04,2025-12-24 20:51:55
257,107,warehouse,2,3639,85,2025-11-13,2025-12-24 20:51:55
258,108,warehouse,2,2255,572,2025-11-13,2025-12-24 20:51:55
259,109,warehouse,2,1680,252,2025-12-20,2025-12-24 20:51:55
260,110,warehouse,2,1032,162,2025-10-31,2025-12-24 20:51:55
261,111,warehouse,2,2466,269,2025-12-03,2025-12-24 20:51:55
262,112,warehouse,2,5469,214,2025-12-02,2025-12-24 20:51:55
263,113,warehouse,2,5090,973,2025-11-04,2025-12-24 20:51:55
264,114,warehouse,2,1694,186,2025-11-03,2025-12-24 20:51:55
265,115,warehouse,2,1836,114,2025-11-03,2025-12-24 20:51:55
266,116,warehouse,2,3422,114,2025-10-28,2025-12-24 20:51:55
267,117,warehouse,2,1689,269,2025-11-04,2025-12-24 20:51:55
268,118,warehouse,2,4158,765,2025-12-23,2025-12-24 20:51:55
269,119,warehouse,2,2129,146,2025-11-19,2025-12-24 20:51:55
270,120,warehouse,2,2091,493,2025-11-09,2025-12-24 20:51:55
271,121,warehouse,2,668,134,2025-12-04,2025-12-24 20:51:55
272,122,warehouse,2,2370,546,2025-11-21,2025-12-24 20:51:55
273,123,warehouse,2,3632,51,2025-11-27,2025-12-24 20:51:55
274,124,warehouse,2,515,125,2025-12-17,2025-12-24 20:51:55
275,125,warehouse,2,1233,181,2025-11-14,2025-12-24 20:51:55
276,126,warehouse,2,2862,845,2025-12-04,2025-12-24 20:51:55
277,127,warehouse,2,4574,458,2025-11-17,2025-12-24 20:51:55
278,128,warehouse,2,2999,40,2025-11-02,2025-12-24 20:51:55
279,129,warehouse,2,2545,46,2025-12-23,2025-12-24 20:51:55
280,130,warehouse,2,4617,1341,2025-10-29,2025-12-24 20:51:55
281,131,warehouse,2,5218,1392,2025-11-29,2025-12-24 20:51:55
282,132,warehouse,2,4906,1374,2025-11-16,2025-12-24 20:51:55
283,133,warehouse,2,2891,46,2025-11-02,2025-12-24 20:51:55
284,134,warehouse,2,5326,275,2025-12-11,2025-12-24 20:51:55
285,135,warehouse,2,3532,711,2025-12-13,2025-12-24 20:51:55
286,136,warehouse,2,1582,138,2025-11-21,2025-12-24 20:51:55
287,137,warehouse,2,4452,57,2025-12-06,2025-12-24 20:51:55
288,138,warehouse,2,4890,597,2025-11-18,2025-12-24 20:51:55
289,139,warehouse,2,2270,129,2025-11-05,2025-12-24 20:51:55
290,140,warehouse,2,1027,151,2025-12-23,2025-12-24 20:51:55
291,141,warehouse,2,3040,478,2025-10-31,2025-12-24 20:51:55
292,142,warehouse,2,2936,359,2025-12-15,2025-12-24 20:51:55
293,143,warehouse,2,4101,369,2025-11-29,2025-12-24 20:51:55
294,144,warehouse,2,3105,828,2025-11-17,2025-12-24 20:51:55
295,145,warehouse,2,4193,467,2025-11-24,2025-12-24 20:51:55
296,146,warehouse,2,759,119,2025-11-23,2025-12-24 20:51:55
297,147,warehouse,2,4417,313,2025-10-27,2025-12-24 20:51:55
298,148,warehouse,2,3924,314,2025-10-29,2025-12-24 20:51:55
299,149,warehouse,2,865,122,2025-12-23,2025-12-24 20:51:55
300,150,warehouse,2,2054,493,2025-12-20,2025-12-24 20:51:55
301,1,warehouse,3,4256,737,2025-11-04,2025-12-24 20:51:55
302,2,warehouse,3,3405,733,2025-12-01,2025-12-24 20:51:55
303,3,warehouse,3,4154,1240,2025-11-25,2025-12-24 20:51:55
304,4,warehouse,3,1107,184,2025-11-07,2025-12-24 20:51:55
305,5,warehouse,3,4189,178,2025-11-21,2025-12-24 20:51:55
306,6,warehouse,3,3139,186,2025-12-22,2025-12-24 20:51:55
307,7,warehouse,3,2216,30,2025-11-29,2025-12-24 20:51:55
308,8,warehouse,3,5168,1362,2025-11-29,2025-12-24 20:51:55
309,9,warehouse,3,749,171,2025-11-29,2025-12-24 20:51:55
310,10,warehouse,3,3794,654,2025-11-11,2025-12-24 20:51:55
311,11,warehouse,3,3674,531,2025-10-31,2025-12-24 20:51:55
312,12,warehouse,3,3749,13,2025-11-15,2025-12-24 20:51:55
313,13,warehouse,3,3520,570,2025-12-21,2025-12-24 20:51:55
314,14,warehouse,3,1886,383,2025-12-10,2025-12-24 20:51:55
315,15,warehouse,3,3697,207,2025-11-23,2025-12-24 20:51:55
316,16,warehouse,3,973,14,2025-12-08,2025-12-24 20:51:55
317,17,warehouse,3,2173,332,2025-11-02,2025-12-24 20:51:55
318,18,warehouse,3,1060,287,2025-10-31,2025-12-24 20:51:55
319,19,warehouse,3,2544,356,2025-11-19,2025-12-24 20:51:55
320,20,warehouse,3,1902,351,2025-12-05,2025-12-24 20:51:55
321,21,warehouse,3,5004,934,2025-10-30,2025-12-24 20:51:55
322,22,warehouse,3,4911,1454,2025-11-26,2025-12-24 20:51:55
323,23,warehouse,3,1991,500,2025-12-11,2025-12-24 20:51:55
324,24,warehouse,3,4638,1058,2025-11-06,2025-12-24 20:51:55
325,25,warehouse,3,866,192,2025-11-20,2025-12-24 20:51:55
326,26,warehouse,3,1770,121,2025-11-19,2025-12-24 20:51:55
327,27,warehouse,3,4539,1005,2025-12-13,2025-12-24 20:51:55
328,28,warehouse,3,4882,51,2025-11-16,2025-12-24 20:51:55
329,29,warehouse,3,3095,368,2025-11-13,2025-12-24 20:51:55
330,30,warehouse,3,3520,300,2025-11-04,2025-12-24 20:51:55
331,31,warehouse,3,4865,1326,2025-11-03,2025-12-24 20:51:55
332,32,warehouse,3,2616,64,2025-11-06,2025-12-24 20:51:55
333,33,warehouse,3,4676,471,2025-12-08,2025-12-24 20:51:55
334,34,warehouse,3,2360,376,2025-12-12,2025-12-24 20:51:55
335,35,warehouse,3,4507,811,2025-11-18,2025-12-24 20:51:55
336,36,warehouse,3,1221,221,2025-11-30,2025-12-24 20:51:55
337,37,warehouse,3,1133,189,2025-12-23,2025-12-24 20:51:55
338,38,warehouse,3,1135,81,2025-11-23,2025-12-24 20:51:55
339,39,warehouse,3,3994,891,2025-10-29,2025-12-24 20:51:55
340,40,warehouse,3,2970,460,2025-11-23,2025-12-24 20:51:55
341,41,warehouse,3,1538,109,2025-11-17,2025-12-24 20:51:55
342,42,warehouse,3,1448,12,2025-12-11,2025-12-24 20:51:55
343,43,warehouse,3,4250,1173,2025-12-03,2025-12-24 20:51:55
344,44,warehouse,3,4893,171,2025-12-01,2025-12-24 20:51:55
345,45,warehouse,3,864,3,2025-11-22,2025-12-24 20:51:55
346,46,warehouse,3,3915,863,2025-12-06,2025-12-24 20:51:55
347,47,warehouse,3,4676,750,2025-12-06,2025-12-24 20:51:55
348,48,warehouse,3,3680,274,2025-12-21,2025-12-24 20:51:55
349,49,warehouse,3,5485,1362,2025-12-04,2025-12-24 20:51:55
350,50,warehouse,3,4812,1144,2025-10-31,2025-12-24 20:51:55
351,51,warehouse,3,4003,698,2025-11-01,2025-12-24 20:51:55
352,52,warehouse,3,3202,916,2025-11-05,2025-12-24 20:51:55
353,53,warehouse,3,2034,461,2025-11-24,2025-12-24 20:51:55
354,54,warehouse,3,811,20,2025-11-07,2025-12-24 20:51:55
355,55,warehouse,3,5200,774,2025-11-14,2025-12-24 20:51:55
356,56,warehouse,3,1528,273,2025-11-26,2025-12-24 20:51:55
357,57,warehouse,3,4567,947,2025-10-27,2025-12-24 20:51:55
358,58,warehouse,3,5132,895,2025-12-21,2025-12-24 20:51:55
359,59,warehouse,3,3264,744,2025-11-16,2025-12-24 20:51:55
360,60,warehouse,3,4221,146,2025-10-28,2025-12-24 20:51:55
361,61,warehouse,3,3694,859,2025-11-04,2025-12-24 20:51:55
362,62,warehouse,3,600,22,2025-10-31,2025-12-24 20:51:55
363,63,warehouse,3,621,65,2025-12-17,2025-12-24 20:51:55
364,64,warehouse,3,1665,103,2025-10-31,2025-12-24 20:51:55
365,65,warehouse,3,2462,521,2025-11-19,2025-12-24 20:51:55
366,66,warehouse,3,2985,283,2025-11-25,2025-12-24 20:51:55
367,67,warehouse,3,1829,353,2025-11-22,2025-12-24 20:51:55
368,68,warehouse,3,3750,228,2025-11-14,2025-12-24 20:51:55
369,69,warehouse,3,2545,236,2025-11-18,2025-12-24 20:51:55
370,70,warehouse,3,1002,95,2025-12-15,2025-12-24 20:51:55
371,71,warehouse,3,4876,1148,2025-10-28,2025-12-24 20:51:55
372,72,warehouse,3,2489,294,2025-11-17,2025-12-24 20:51:55
373,73,warehouse,3,3890,1079,2025-11-21,2025-12-24 20:51:55
374,74,warehouse,3,1603,52,2025-11-18,2025-12-24 20:51:55
375,75,warehouse,3,4443,683,2025-12-18,2025-12-24 20:51:55
376,76,warehouse,3,2162,423,2025-10-26,2025-12-24 20:51:55
377,77,warehouse,3,2333,319,2025-11-21,2025-12-24 20:51:55
378,78,warehouse,3,843,74,2025-11-16,2025-12-24 20:51:55
379,79,warehouse,3,2071,615,2025-12-08,2025-12-24 20:51:55
380,80,warehouse,3,5198,499,2025-11-12,2025-12-24 20:51:55
381,81,warehouse,3,626,19,2025-11-27,2025-12-24 20:51:55
382,82,warehouse,3,2475,730,2025-12-04,2025-12-24 20:51:55
383,83,warehouse,3,4270,418,2025-12-08,2025-12-24 20:51:55
384,84,warehouse,3,4218,587,2025-10-27,2025-12-24 20:51:55
385,85,warehouse,3,2396,100,2025-12-13,2025-12-24 20:51:55
386,86,warehouse,3,3791,558,2025-11-20,2025-12-24 20:51:55
