order_item_id,order_id,product_id,quantity,unit_price,discount_percent,line_total
235,84,80,2,387.75,0,775.5
236,84,123,1,105.8,0,105.8
237,84,107,2,47.98,24.71,72.25
238,84,70,3,283.91,24.07,646.72
239,84,144,2,266.65,0,533.3
240,85,131,3,110.73,0,332.19
241,85,91,3,31.82,0,95.46
242,86,127,2,115.38,24.88,173.35
243,86,88,1,125.18,0,125.18
244,87,45,2,18.78,23.53,28.72
245,87,108,3,88.49,0,265.47
246,87,61,2,189.04,0,378.08
247,87,21,3,155.78,0,467.34
248,88,50,2,49.6,11.91,87.39
249,88,79,3,42.36,0,127.08
250,88,44,3,160.23,9.75,433.82
251,89,105,3,197.09,0,591.27
252,89,18,1,379.87,0,379.87
253,89,62,3,16.27,0,48.81
254,89,94,1,74.91,0,74.91
255,89,98,3,138.65,15.04,353.39
256,90,83,2,111.16,0,222.32
257,91,32,1,506.55,21.92,395.51
258,92,136,1,519.54,0,519.54
259,92,55,1,175.5,20.53,139.47
260,92,72,1,352.35,0,352.35
261,92,5,1,87.66,0,87.66
262,93,26,1,445.7,0,445.7
263,93,100,2,259.5,17.92,426
264,93,100,3,259.5,0,778.5
265,93,15,3,180.2,0,540.6
266,94,82,1,226.78,0,226.78
267,95,51,1,75.14,0,75.14
268,95,105,1,197.09,0,197.09
269,95,99,3,486.54,0,1459.62
270,96,113,1,159.6,0,159.6
271,96,60,3,143.86,0,431.58
272,96,14,1,46.37,0,46.37
273,96,134,2,559.06,22.49,866.65
274,97,15,2,180.2,0,360.4
275,97,29,3,425.14,0,1275.42
276,97,26,2,445.7,0,891.4
277,97,69,1,288.22,19.41,232.28
278,97,4,1,191.5,8.87,174.51
279,98,95,3,286.88,0,860.64
280,98,45,2,18.78,0,37.56
281,99,149,1,305.78,0,305.78
282,99,105,3,197.09,21.67,463.14
283,99,84,2,244.5,0,489
284,99,82,3,226.78,0,680.34
285,100,150,1,312.27,0,312.27
286,101,10,1,524.84,0,524.84
287,101,59,2,54.43,0,108.86
288,101,31,2,442.48,10.76,789.74
289,102,150,3,312.27,0,936.81
290,102,67,1,175.88,17.77,144.63
291,102,123,2,105.8,24.61,159.53
292,102,68,2,66.75,0,133.5
293,103,61,2,189.04,0,378.08
294,103,12,1,199.05,11.25,176.66
295,103,69,1,288.22,0,288.22
296,104,130,1,397.97,0,397.97
297,104,106,1,314.1,9.55,284.1
298,104,45,3,18.78,15.49,47.61
299,105,83,3,111.16,0,333.48
300,105,137,2,141.31,20.94,223.44
301,105,24,2,232.79,0,465.58
302,106,82,2,226.78,0,453.56
303,106,29,1,425.14,0,425.14
304,106,33,3,414.38,0,1243.14
305,106,76,3,19.83,0,59.49
306,106,36,2,51.52,0,103.04
307,107,99,2,486.54,12.8,848.53
308,108,132,3,281.25,11.01,750.85
309,108,92,1,253.23,0,253.23
310,108,127,2,115.38,20.12,184.33
311,108,36,1,51.52,8.29,47.25
312,109,32,1,506.55,0,506.55
313,109,103,3,262.55,0,787.65
314,110,89,3,96.2,0,288.6
315,110,35,3,154.1,0,462.3
316,110,127,2,115.38,6.32,216.18
317,110,53,3,227.55,0,682.65
318,111,113,1,159.6,7.06,148.33
319,111,37,3,145.33,11.33,386.59
320,111,62,2,16.27,0,32.54
321,112,91,2,31.82,9,57.91
322,113,123,2,105.8,0,211.6
323,113,25,1,464.67,0,464.67
324,113,1,2,271.37,0,542.74
325,113,84,1,244.5,0,244.5
326,113,67,3,175.88,0,527.64
327,114,89,3,96.2,0,288.6
328,114,85,1,442.86,0,442.86
329,115,57,1,169.37,6.86,157.75
330,115,34,1,27.33,11.86,24.09
331,115,137,2,141.31,5.75,266.37
332,115,23,3,54.92,0,164.76
333,115,115,3,253.1,10.42,680.18
334,116,59,2,54.43,24.88,81.78
335,116,120,2,398.45,0,796.9
336,116,117,2,35.4,0,70.8
337,117,3,2,164.79,0,329.58
338,117,86,1,345.37,0,345.37
339,117,110,3,117.83,0,353.49
340,117,20,1,192.67,0,192.67
341,117,90,3,372.24,0,1116.72
342,118,50,3,49.6,0,148.8
343,118,105,2,197.09,0,394.18
344,118,108,1,88.49,22.33,68.73
345,118,56,1,141.38,0,141.38
346,119,147,2,49.28,0,98.56
347,119,150,1,312.27,5,296.66
348,119,4,1,191.5,22.13,149.12
349,120,39,3,236.54,0,709.62
350,120,134,2,559.06,0,1118.12
351,121,122,2,312.37,0,624.74
352,121,131,3,110.73,5.64,313.45
353,121,11,1,440.79,0,440.79
354,122,126,2,286.8,17.01,476.03
355,122,55,1,175.5,0,175.5
356,122,64,2,353.16,0,706.32
357,122,43,2,387.96,0,775.92
358,123,47,1,249.36,0,249.36
359,123,84,2,244.5,0,489
360,124,27,1,200.94,12.15,176.53
361,124,8,1,350.28,0,350.28
362,124,135,3,392.64,0,1177.92
363,124,55,3,175.5,0,526.5
364,124,54,2,224.8,15.42,380.27
365,125,136,1,519.54,24.43,392.62
366,125,148,2,504.75,0,1009.5
367,125,140,1,373.15,15.8,314.19
368,125,133,3,330.48,0,991.44
369,126,9,2,89.85,5.86,169.17
370,126,71,1,417.01,0,417.01
371,126,76,2,19.83,22.04,30.92
372,126,2,1,70.88,0,70.88
373,127,123,3,105.8,0,317.4
374,127,70,2,283.91,0,567.82
375,127,149,3,305.78,0,917.34
376,127,72,3,352.35,20.47,840.67
377,128,5,3,87.66,0,262.98
378,129,112,1,337.36,0,337.36
379,129,34,3,27.33,0,81.99
380,129,19,1,205.14,7.75,189.24
381,129,110,3,117.83,13.88,304.43
382,130,114,2,161.23,17.82,265
383,130,73,2,167.78,0,335.56
384,130,65,1,124.62,0,124.62
385,130,36,1,51.52,23.24,39.55
386,131,47,1,249.36,0,249.36
387,131,131,2,110.73,22.62,171.37
388,131,5,1,87.66,0,87.66
389,131,48,1,330.28,0,330.28
390,131,144,1,266.65,0,266.65
391,132,86,3,345.37,0,1036.11
392,132,83,3,111.16,5.1,316.47
393,132,91,2,31.82,0,63.64
394,132,25,2,464.67,0,929.34
395,133,45,1,18.78,0,18.78
396,133,23,1,54.92,17.82,45.13
397,134,41,1,487.92,0,487.92
398,135,87,2,297.63,0,595.26
399,135,79,3,42.36,0,127.08
400,135,75,3,399.25,0,1197.75
401,135,54,1,224.8,0,224.8
402,136,122,2,312.37,15.04,530.78
403,136,68,2,66.75,0,133.5
404,137,132,1,281.25,0,281.25
405,137,129,1,133.05,0,133.05
406,137,127,2,115.38,20.45,183.57
407,138,120,3,398.45,0,1195.35
408,138,6,3,461.37,0,1384.11
409,139,123,1,105.8,16.4,88.45
410,139,58,1,437.59,11.78,386.04
411,139,13,3,87.4,0,262.2
412,139,6,2,461.37,11.49,816.72
413,139,86,2,345.37,0,690.74
414,140,146,2,58.22,24.29,88.16
415,140,10,1,524.84,0,524.84
416,140,97,1,366.3,0,366.3
417,141,103,3,262.55,0,787.65
418,141,134,1,559.06,0,559.06
419,141,42,2,289.79,0,579.58
420,142,82,2,226.78,0,453.56
421,142,137,1,141.31,0,141.31
422,142,28,3,288.73,0,866.19
423,142,32,3,506.55,0,1519.65
424,143,46,1,369.94,0,369.94
425,143,111,1,59.63,0,59.63
426,143,147,1,49.28,0,49.28
427,144,63,2,157.23,0,314.46
428,144,8,1,350.28,0,350.28
429,144,65,1,124.62,0,124.62
430,145,50,3,49.6,11.44,131.78
431,145,91,3,31.82,0,95.46
432,146,147,1,49.28,0,49.28
433,146,85,2,442.86,0,885.72
434,146,61,3,189.04,11.81,500.14
435,147,8,2,350.28,16.62,584.13
436,148,142,3,523.19,0,1569.57
437,148,130,1,397.97,0,397.97
438,148,33,2,414.38,7.85,763.7
439,148,37,2,145.33,0,290.66
440,149,41,2,487.92,0,975.84
441,150,68,2,66.75,0,133.5
442,151,52,2,118.79,21.01,187.66
443,151,120,2,398.45,0,796.9
444,152,89,1,96.2,0,96.2
445,152,135,3,392.64,0,1177.92
446,152,41,1,487.92,24.39,368.92
447,153,45,1,18.78,0,18.78
448,153,103,1,262.55,11.76,231.67
449,153,23,1,54.92,0,54.92
450,153,148,3,504.75,9.28,1373.73
451,154,29,3,425.14,7.06,1185.38
452,154,125,2,170.74,21.86,266.83
453,154,99,2,486.54,0,973.08
454,155,145,2,147.74,10.95,263.12
455,155,47,2,249.36,0,498.72
456,155,41,2,487.92,0,975.84
457,155,103,3,262.55,0,787.65
458,156,39,1,236.54,0,236.54
459,156,28,3,288.73,0,866.19
460,156,89,2,96.2,0,192.4
461,156,82,1,226.78,0,226.78
462,156,56,3,141.38,21.71,332.06
463,157,149,1,305.78,0,305.78
464,158,87,1,297.63,14.51,254.44
465,158,64,3,353.16,7.45,980.55
466,158,7,2,161.62,0,323.24
467,158,132,3,281.25,0,843.75
468,159,100,2,259.5,0,519
469,159,55,2,175.5,0,351
470,159,149,1,305.78,0,305.78
471,159,6,1,461.37,0,461.37
472,159,36,1,51.52,0,51.52
473,160,41,3,487.92,0,1463.76
474,160,8,3,350.28,0,1050.84
475,161,111,1,59.63,0,59.63
476,161,138,3,311.49,0,934.47
477,161,103,2,262.55,0,525.1
478,161,78,1,257.47,14.48,220.19
479,161,115,3,253.1,0,759.3
480,162,66,2,82.16,10.61,146.89
481,163,39,3,236.54,0,709.62
482,163,105,2,197.09,0,394.18
483,163,27,1,200.94,0,200.94
484,163,35,3,154.1,0,462.3
485,163,100,1,259.5,0,259.5
486,164,87,1,297.63,5.58,281.02
487,164,39,3,236.54,0,709.62
488,164,118,2,342.01,0,684.02
489,164,64,1,353.16,0,353.16
490,165,108,2,88.49,0,176.98
491,165,3,2,164.79,0,329.58
492,165,68,2,66.75,0,133.5
493,166,84,2,244.5,6.94,455.06
494,166,11,1,440.79,10.09,396.31
495,166,15,1,180.2,0,180.2
496,166,119,3,156.59,0,469.77
497,167,72,3,352.35,0,1057.05
498,168,17,3,275.65,0,826.95
499,168,29,1,425.14,0,425.14
500,169,119,2,156.59,11.84,276.1
501,169,112,1,337.36,0,337.36
502,169,148,2,504.75,0,1009.5
503,169,20,2,192.67,0,385.34
504,170,105,1,197.09,0,197.09
505,170,27,2,200.94,0,401.88
506,170,143,2,250.88,0,501.76
507,170,28,1,288.73,0,288.73
508,170,120,1,398.45,13.33,345.34
509,171,83,3,111.16,0,333.48
510,171,97,2,366.3,13.63,632.75
511,171,38,2,240.13,9.56,434.35
512,171,89,1,96.2,6.33,90.11
513,172,129,2,133.05,0,266.1
514,172,79,3,42.36,0,127.08
515,173,74,2,182.73,0,365.46
516,173,68,2,66.75,11.79,117.76
517,173,114,1,161.23,0,161.23
518,173,30,3,183.75,16.04,462.83
519,173,45,3,18.78,0,56.34
520,174,50,1,49.6,0,49.6
521,174,23,1,54.92,0,54.92
522,175,50,3,49.6,0,148.8
523,176,84,2,244.5,0,489
524,176,137,1,141.31,0,141.31
525,176,68,3,66.75,0,200.25
526,177,72,2,352.35,0,704.7
527,177,84,3,244.5,0,733.5
528,177,58,3,437.59,0,1312.77
529,177,96,2,229.91,0,459.82
530,178,88,2,125.18,9.09,227.6
531,179,62,1,16.27,0,16.27
532,179,55,2,175.5,0,351
533,180,40,1,218.91,0,218.91
534,180,73,3,167.78,23.98,382.64
535,180,113,1,159.6,7.42,147.76
536,180,18,2,379.87,0,759.74
537,180,21,3,155.78,0,467.34
538,181,121,2,71.56,0,143.12
539,181,7,1,161.62,0,161.62
540,181,60,1,143.86,0,143.86
541,181,70,3,283.91,0,851.73
542,182,136,3,519.54,0,1558.62
543,182,82,3,226.78,0,680.34
544,183,148,2,504.75,0,1009.5
545,183,27,1,200.94,0,200.94
546,183,120,1,398.45,11.56,352.39
547,183,7,1,161.62,0,161.62
548,183,38,1,240.13,0,240.13
549,184,16,1,187.72,0,187.72
550,185,21,1,155.78,0,155.78
551,185,139,2,42.59,21.62,66.76
552,185,80,2,387.75,0,775.5
553,185,99,1,486.54,7.9,448.1
554,185,62,1,16.27,0,16.27
555,186,130,1,397.97,0,397.97
556,186,49,2,277.76,0,555.52
557,186,70,3,283.91,0,851.73
558,186,133,3,330.48,0,991.44
559,186,87,3,297.63,0,892.89
560,187,92,2,253.23,15.48,428.06
561,188,15,1,180.2,0,180.2
562,188,112,1,337.36,0,337.36
563,188,67,3,175.88,0,527.64
564,188,25,1,464.67,0,464.67
565,188,131,2,110.73,15.8,186.47
566,189,126,2,286.8,20.46,456.24
567,189,17,1,275.65,0,275.65
568,189,123,1,105.8,0,105.8
569,190,59,3,54.43,0,163.29
570,190,45,2,18.78,0,37.56
571,190,68,1,66.75,22.79,51.54
572,190,20,1,192.67,18.72,156.6
573,191,143,2,250.88,0,501.76
574,191,90,2,372.24,0,744.48
575,191,72,3,352.35,0,1057.05
576,191,25,1,464.67,7.13,431.54
577,191,58,3,437.59,17.58,1081.99
578,192,86,2,345.37,0,690.74
579,192,102,2,49.61,0,99.22
580,192,60,3,143.86,0,431.58
581,193,38,1,240.13,12.42,210.31
582,193,16,3,187.72,15.37,476.6
583,193,85,2,442.86,0,885.72
584,193,146,3,58.22,0,174.66
585,193,78,1,257.47,0,257.47
586,194,93,1,73.08,0,73.08
587,194,16,1,187.72,0,187.72
588,194,123,2,105.8,0,211.6
589,194,4,2,191.5,0,383
590,195,40,2,218.91,0,437.82
591,195,34,1,27.33,0,27.33
592,195,37,3,145.33,19.18,352.37
593,196,10,2,524.84,0,1049.68
594,196,53,3,227.55,0,682.65
595,197,41,1,487.92,0,487.92
596,197,55,2,175.5,0,351
597,197,53,2,227.55,0,455.1
598,198,28,2,288.73,0,577.46
599,198,47,3,249.36,0,748.08
600,198,18,3,379.87,0,1139.61
601,199,69,1,288.22,6.46,269.6
602,199,120,3,398.45,0,1195.35
603,200,108,2,88.49,0,176.98
604,201,95,3,286.88,19.46,693.16
605,202,88,1,125.18,0,125.18
606,202,72,2,352.35,0,704.7
607,202,76,1,19.83,9.21,18
608,203,64,3,353.16,0,1059.48
609,203,131,2,110.73,19.75,177.72
610,204,48,2,330.28,0,660.56
611,204,16,3,187.72,0,563.16
612,204,113,2,159.6,11.74,281.73
613,205,80,3,387.75,0,1163.25
614,205,61,1,189.04,24.02,143.63
615,205,67,3,175.88,0,527.64
616,206,98,1,138.65,0,138.65
617,206,123,1,105.8,0,105.8
618,206,144,2,266.65,0,533.3
619,206,93,1,73.08,6.65,68.22
620,206,9,1,89.85,22.49,69.64
621,207,21,3,155.78,0,467.34
622,207,18,3,379.87,13.46,986.22
623,208,131,1,110.73,18.2,90.58
624,208,127,3,115.38,23.9,263.41
625,208,143,1,250.88,0,250.88
626,208,121,2,71.56,0,143.12
627,208,37,1,145.33,0,145.33
628,209,39,3,236.54,23.4,543.57
629,209,80,1,387.75,0,387.75
630,210,18,3,379.87,0,1139.61
631,210,150,2,312.27,17.89,512.81
632,210,17,2,275.65,18.75,447.93
633,210,107,1,47.98,13.2,41.65
634,210,98,2,138.65,0,277.3
635,211,29,2,425.14,8.51,777.92
636,211,49,1,277.76,0,277.76
637,211,124,2,78.44,0,156.88
638,211,51,3,75.14,0,225.42
639,211,72,2,352.35,0,704.7
640,212,2,1,70.88,0,70.88
641,212,28,2,288.73,0,577.46
642,212,107,1,47.98,13.69,41.41
643,213,8,1,350.28,0,350.28
644,213,120,2,398.45,0,796.9
645,213,42,1,289.79,0,289.79
646,214,33,2,414.38,13.68,715.39
647,214,136,3,519.54,0,1558.62
648,215,56,1,141.38,18.17,115.69
649,215,6,1,461.37,0,461.37
650,215,135,2,392.64,21,620.37
651,215,44,2,160.23,10.13,288
652,216,139,1,42.59,21.6,33.39
653,217,145,1,147.74,0,147.74
654,217,53,3,227.55,0,682.65
655,218,147,3,49.28,21.43,116.16
656,218,47,1,249.36,0,249.36
657,219,103,1,262.55,0,262.55
658,219,51,2,75.14,10.51,134.49
659,220,92,2,253.23,0,506.46
660,220,89,1,96.2,0,96.2
661,220,76,3,19.83,13.03,51.74
662,220,106,2,314.1,0,628.2
663,221,114,1,161.23,0,161.23
664,222,54,3,224.8,0,674.4
665,222,149,1,305.78,5.72,288.29
666,222,139,1,42.59,0,42.59
667,222,147,1,49.28,0,49.28
668,222,79,3,42.36,0,127.08
669,223,91,2,31.82,0,63.64
670,223,96,2,229.91,0,459.82
671,223,71,1,417.01,0,417.01
672,223,28,3,288.73,23.42,663.33
673,223,73,2,167.78,15.82,282.47
674,224,148,3,504.75,0,1514.25
675,224,28,1,288.73,0,288.73
676,224,70,2,283.91,21.29,446.93
677,224,70,2,283.91,0,567.82
678,225,73,2,167.78,11.76,296.1
679,225,81,2,473.45,0,946.9
680,225,8,2,350.28,12.82,610.75
681,226,68,3,66.75,22.14,155.91
682,226,87,2,297.63,0,595.26
683,226,27,1,200.94,17.44,165.9
684,226,107,1,47.98,10.66,42.87
685,227,11,3,440.79,24.66,996.27
686,227,109,1,418.04,5.05,396.93
687,227,52,2,118.79,0,237.58
688,227,132,2,281.25,0,562.5
689,228,134,1,559.06,0,559.06
690,228,72,3,352.35,0,1057.05
691,228,122,1,312.37,7.34,289.44
692,228,116,1,147.28,0,147.28
693,228,69,2,288.22,0,576.44
694,229,6,1,461.37,21.96,360.05
695,229,39,3,236.54,0,709.62
696,230,92,3,253.23,0,759.69
697,230,42,2,289.79,0,579.58
698,231,41,2,487.92,0,975.84
699,231,146,1,58.22,24.95,43.69
700,231,16,3,187.72,19.94,450.87
701,231,76,1,19.83,0,19.83
702,232,42,2,289.79,22.72,447.9
703,232,6,1,461.37,0,461.37
704,232,106,2,314.1,0,628.2
705,232,137,3,141.31,0,423.93
706,233,97,2,366.3,0,732.6
707,233,130,3,397.97,0,1193.91
708,233,90,3,372.24,15.03,948.88
709,233,149,1,305.78,0,305.78
710,233,137,1,141.31,17.82,116.13
711,234,126,1,286.8,0,286.8
712,234,43,2,387.96,0,775.92
713,234,35,1,154.1,19.52,124.02
714,234,9,2,89.85,0,179.7
715,234,88,2,125.18,0,250.36
716,235,50,3,49.6,0,148.8
717,235,148,3,504.75,0,1514.25
718,235,20,1,192.67,0,192.67
719,235,57,1,169.37,0,169.37
720,236,62,3,16.27,0,48.81
721,236,92,1,253.23,0,253.23
722,236,101,3,237.82,0,713.46
723,236,109,1,418.04,0,418.04
724,237,69,1,288.22,6.95,268.19
725,237,70,2,283.91,0,567.82
726,238,83,3,111.16,11.2,296.13
727,238,133,3,330.48,0,991.44
728,238,136,2,519.54,0,1039.08
729,238,57,3,169.37,0,508.11
730,238,32,2,506.55,11.34,898.21
731,239,82,2,226.78,0,453.56
732,240,42,1,289.79,0,289.79
733,241,135,1,392.64,11.63,346.98
734,241,127,3,115.38,0,346.14
735,241,106,2,314.1,0,628.2
736,242,75,2,399.25,0,798.5
737,242,85,1,442.86,23.92,336.93
738,242,69,2,288.22,0,576.44
739,242,1,3,271.37,9.82,734.16
740,242,94,2,74.91,0,149.82
741,243,14,3,46.37,23.81,105.99
742,244,46,1,369.94,0,369.94
743,244,36,1,51.52,0,51.52
744,245,81,3,473.45,0,1420.35
745,245,111,2,59.63,0,119.26
746,246,83,2,111.16,14.58,189.91
